player,team,minutes,raw_total,per90
Aibanbha Kupar Dohling,Goa,1304.1,2.0,0.14
Danilo Cataldi,Lazio,1307.6,2.0,0.14
Sunil Chhetri,Bengaluru,1331.8,2.0,0.14
Andrej Kramarić,Leicester City,1347.4,2.0,0.13
Miguel Ángel Britos Cabrera,Watford,2022.5,3.0,0.13
Abdoulaye Doucouré,Rennes,2033.9,3.0,0.13
Rio Antonio Zoba Mavuba,Lille,2712.6,4.0,0.13
Lorenzo Pellegrini,Sassuolo,1357.4,2.0,0.13
Atila Turan,Stade de Reims,680.3,1.0,0.13
Rafael Pereira da Silva,Lyon,1372.6,2.0,0.13
Marcos Paulo Mesquita Lopes,AS Monaco,693.0,1.0,0.13
Juan Guilherme Nunes Jesus,Inter Milan,1396.3,2.0,0.13
Liridon Krasniqi,Odisha,702.7,1.0,0.13
Christopher Wooh,Lens,709.9,1.0,0.13
Enner Remberto Valencia Lastra,West Ham United,1432.2,2.0,0.13
Jerónimo Figueroa Cabrera,Albacete,1434.8,2.0,0.13
Mattia Perin,Genoa,2154.9,3.0,0.13
Leroy Fer,Swansea City,730.4,1.0,0.12
Dwight Gayle,Crystal Palace,738.8,1.0,0.12
Juan Carlos Paredes Reasco,Watford,743.1,1.0,0.12
José Miguel da Rocha Fonte,Southampton,3718.1,5.0,0.12
Senad Lulić,Lazio,2264.9,3.0,0.12
Daniel Congré,Montpellier,3024.7,4.0,0.12
Sergio Leonel Agüero del Castillo,Atlético Madrid,3098.1,4.0,0.12
Jeison Fabián Murillo Cerón,Granada,3107.3,4.0,0.12
Karl Brillant Toko Ekambi,Villarreal,788.6,1.0,0.11
Abdul Majeed Waris,Lorient,1586.2,2.0,0.11
David García Santana,Las Palmas,1592.8,2.0,0.11
Sergio Rico González,Sevilla,3221.6,4.0,0.11
Arouna Koné,Sevilla,1646.7,2.0,0.11
Rémy Cabella,Olympique de Marseille,2547.2,3.0,0.11
Javier Hernández Balcázar,Manchester United,2571.8,3.0,0.10
Nicola Sansone,Sassuolo,2590.7,3.0,0.10
Jakub Błaszczykowski,Borussia Dortmund,871.2,1.0,0.10
Cesare Bovo,Torino,1768.9,2.0,0.10
Anisa Anwar Ali,Goa,887.8,1.0,0.10
Sébastien Corchia,Lille,2727.8,3.0,0.10
Marcel Sabitzer,Austria,911.2,1.0,0.10
Bryan Dabo,Montpellier,2770.0,3.0,0.10
Clément Grenier,Lyon,932.7,1.0,0.10
Kevin Mirallas,Everton,933.8,1.0,0.10
Marcelo Brozović,Inter Milan,3834.0,4.0,0.09
Sylvain Armand,Rennes,2875.9,3.0,0.09
Andrea Costa,Empoli,1951.7,2.0,0.09
Charlie Adam,Stoke City,993.9,1.0,0.09
Arthur Etienne Boka,Málaga,997.5,1.0,0.09
Mauricio Aníbal Isla Isla,Juventus,2001.4,2.0,0.09
Ricardo Alberto Silveira de Carvalho,FC Porto,3066.6,3.0,0.09
Michael Carrick,Manchester United,2085.8,2.0,0.09
Emanuele Giaccherini,Bologna,2108.1,2.0,0.09
Diego Falcinelli,Sassuolo,1062.1,1.0,0.08
José Luis García del Pozo,Málaga,3211.2,3.0,0.08
Laurent Pionnier,Montpellier,2151.0,2.0,0.08
Jonas Martin,Montpellier,3256.2,3.0,0.08
Jaroslav Plašil,Osasuna,2204.3,2.0,0.08
Ryad Boudebouz,Montpellier,3310.4,3.0,0.08
Juan Manuel Mata García,Valencia,3364.8,3.0,0.08
Lucas Deaux,Nantes,1123.2,1.0,0.08
José Luis Gayà Peña,Valencia,2255.9,2.0,0.08
Henri Bedimo Nsamè,Lyon,1137.6,1.0,0.08
Carl Jenkinson,West Ham United,1197.4,1.0,0.08
Gaëtan Charbonnier,Stade de Reims,1215.7,1.0,0.07
Sloan Privat,Guingamp,1252.9,1.0,0.07
Armando Izzo,Genoa,2530.2,2.0,0.07
João Miranda de Souza Filho,Atlético Madrid,3815.2,3.0,0.07
Andrea Ranocchia,Inter Milan,1272.3,1.0,0.07
Wilfried Moimbé,Nantes,1274.4,1.0,0.07
Pierre-Emile Højbjerg,Schalke 04,1305.5,1.0,0.07
Nicolás Alejandro Tagliafico,Argentina,1309.8,1.0,0.07
Godfred Donsah,Bologna,1331.8,1.0,0.07
Lionel Mathis,Guingamp,1361.0,1.0,0.07
Tomás Eduardo Rincón Hernández,Genoa,2810.6,2.0,0.06
Ismaël Traoré,Angers,2820.3,2.0,0.06
Ludovic Baal,Rennes,1476.2,1.0,0.06
Georginio Wijnaldum,Newcastle United,4548.8,3.0,0.06
Christian Benteke Liolo,Liverpool,1519.1,1.0,0.06
Cleiton Augusto Oliveira Silva,Bengaluru,1522.2,1.0,0.06
Ross Barkley,Everton,3051.6,2.0,0.06
Vitorino Hilton da Silva,Montpellier,3076.4,2.0,0.06
Florian Marange,Bastia,1546.0,1.0,0.06
Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,1597.8,1.0,0.06
Remo Freuler,Atalanta,1675.0,1.0,0.05
Alessandro Gamberini,Chievo,1717.8,1.0,0.05
Mateo Pablo Musacchio,Villarreal,1738.7,1.0,0.05
Fallou Diagne,Rennes,1783.3,1.0,0.05
Cheikh M''Bengue,Rennes,1792.5,1.0,0.05
Afriyie Acquah,Torino,1824.6,1.0,0.05
Kurt Happy Zouma,Chelsea,1850.8,1.0,0.05
Mattia Cassani,Sampdoria,1938.9,1.0,0.05
Felipe Melo de Carvalho,Racing Santander,1977.4,1.0,0.05
Loïc Perrin,Saint-Étienne,2027.1,1.0,0.04
John Terry,Chelsea,2032.3,1.0,0.04
Duje Čop,Málaga,2032.9,1.0,0.04
Antonio Candreva,Lazio,2140.6,1.0,0.04
Vincent Manceau,Angers,2278.0,1.0,0.04
Valter Birsa,Chievo,2343.0,1.0,0.04
Gilles Sunu,Angers,2403.3,1.0,0.04
Alban Lafont,Toulouse,2445.2,1.0,0.04
Jack Frank Porteous Cork,Swansea City,2479.9,1.0,0.04
Iñaki Williams Arthuer,Athletic Club,2635.3,1.0,0.03
Cheikh N''Doye,Angers,2687.4,1.0,0.03
Andrea Belotti,Torino,2734.4,1.0,0.03
Gary Alexis Medel Soto,Sevilla,2780.4,1.0,0.03
Marten de Roon,Atalanta,3450.0,1.0,0.03
Louis Didace Mafouta,Metz,12.1,0.0,0.00
Lukáš Masopust,Czech Republic,321.9,0.0,0.00
Bryan Alberto Silva Teixeira Jr.,Cape Verde Islands,38.7,0.0,0.00
Benjamin Verbič,Slovenia,77.4,0.0,0.00
Petar Stojanović,Slovenia,318.3,0.0,0.00
Zeno Debast,Belgium,106.7,0.0,0.00
Joakim Mæhle,Denmark,1158.0,0.0,0.00
Leandro Trossard,Belgium,337.9,0.0,0.00
Vladimír Coufal,Czech Republic,707.2,0.0,0.00
Terrence Mashego,South Africa,20.8,0.0,0.00
Jayden Adams,South Africa,27.9,0.0,0.00
Francisco Evanilson de Lima Barbosa,Brazil,0.0,0.0,0.00
Hachim Mastour,Málaga,0.7,0.0,0.00
Michael Ijemuan Folorunsho,Italy,0.0,0.0,0.00
Rubin Colwill,Wales,0.0,0.0,0.00
Dylan Levitt,Wales,2.3,0.0,0.00
Miguel Gianpierre Araujo Blanco,Peru,138.2,0.0,0.00
Roli Pereira de Sa,Nantes,0.0,0.0,0.00
Dávid Hancko,Slovakia,368.8,0.0,0.00
Federico Gallego Revetria,NorthEast United,24.2,0.0,0.00
Luca de la Torre,United States,8.4,0.0,0.00
Joshua Zirkzee,Netherlands,8.6,0.0,0.00
Felix Kalu Nmecha,Borussia Dortmund,28.0,0.0,0.00
Sékou Mara,Bordeaux,19.4,0.0,0.00
Emmanuel Agbadou,Stade de Reims,95.5,0.0,0.00
Jan Thielmann,FC Köln,11.8,0.0,0.00
Souleymane Anne,Mauritania,216.9,0.0,0.00
Ransford Königsdörffer,Ghana,61.9,0.0,0.00
Soraisam Pritam Kumar Singh,Hyderabad,15.5,0.0,0.00
Balaji Ganesan,Chennaiyin,0.0,0.0,0.00
Alexander Baumjohann,Hertha Berlin,26.2,0.0,0.00
Seydou Doumbia,Newcastle United,19.6,0.0,0.00
Kacper Urbanski,Poland,139.5,0.0,0.00
Iñigo Barrenetxea García,Eibar,1.4,0.0,0.00
Yu-Min Cho,South Korea,0.0,0.0,0.00
Dániel Gazdag,Hungary,0.4,0.0,0.00
Oswin Reagan Appollis,South Africa,30.5,0.0,0.00
Juan Gómez González,Real Madrid,74.3,0.0,0.00
William Saliba,Olympique de Marseille,748.6,0.0,0.00
Brian Anunga,Nashville SC,83.9,0.0,0.00
Shio Fukuda,Borussia Mönchengladbach,4.4,0.0,0.00
Hamza Rafia,Tunisia,146.7,0.0,0.00
Walid Cheddira,Morocco,66.3,0.0,0.00
Mohamed Abougabal,Egypt,111.1,0.0,0.00
Yeremi Jesús Pino Santos,Villarreal,0.2,0.0,0.00
Sorba Thomas,Wales,2.1,0.0,0.00
Gerson Torres Barrantes,Costa Rica,64.1,0.0,0.00
Makan Winkle Chote,Goa,648.8,0.0,0.00
Faris Pemi Moumbagna,Cameroon,60.6,0.0,0.00
Sebastian Polter,Darmstadt 98,27.2,0.0,0.00
Simone Colombi,Palermo,174.9,0.0,0.00
Luis Miguel Sánchez Benítez,Elche,0.0,0.0,0.00
Riccardo Fiamozzi,Genoa,466.5,0.0,0.00
Djibril Cissé,Liverpool,26.9,0.0,0.00
Claudio Santos,AC Milan,26.3,0.0,0.00
Djimi Traoré,Liverpool,111.3,0.0,0.00
Marcos Evangelista de Moraes,AC Milan,111.3,0.0,0.00
Alejandro Jesús Bran Flores,Costa Rica,38.2,0.0,0.00
Daniel Alonso Chacón Salas,Costa Rica,0.0,0.0,0.00
Elvis Rexhbeçaj,Augsburg,87.1,0.0,0.00
Erickson Patrick Correia Andrade,Cape Verde Islands,122.4,0.0,0.00
Adrián Rus,Romania,17.3,0.0,0.00
Hannibal Mejbri,Tunisia,8.0,0.0,0.00
Grady Diangana,Congo DR,72.1,0.0,0.00
Ali Al Hassan,Saudi Arabia,45.0,0.0,0.00
Ali Assadalla Thaimn Qambar,Qatar,22.2,0.0,0.00
Yasser Larouci,Troyes,93.2,0.0,0.00
Mouhamadou Diarra,Strasbourg,83.6,0.0,0.00
Noah Weißhaupt,Freiburg,9.8,0.0,0.00
Luc Rollet De Fougerolles,Canada,66.4,0.0,0.00
Semih Kılıçsoy,Turkey,7.0,0.0,0.00
Martin Ádám,Hungary,51.7,0.0,0.00
Matías Rafael Lacava González,Venezuela,7.8,0.0,0.00
Badr Banoun,Morocco,59.6,0.0,0.00
Mahmoud Hamada,Egypt,28.5,0.0,0.00
Jean Carlos Francisco Deza Sánchez,Montpellier,184.1,0.0,0.00
Mathieu Choiniere,Canada,98.3,0.0,0.00
Hugo Sotelo,Celta Vigo,0.0,0.0,0.00
Mathias Jensen,Denmark,203.3,0.0,0.00
Srđan Babić,Serbia,13.2,0.0,0.00
Hassan Mohammed Al-Tambakti,Saudi Arabia,193.3,0.0,0.00
Nkosinathi Sibisi,South Africa,93.6,0.0,0.00
Brian Jephte Bayeye,Congo DR,88.1,0.0,0.00
Jhon Janer Lucumí Bonilla,Colombia,25.0,0.0,0.00
Artem Besedin,Ukraine,36.9,0.0,0.00
Mory Konaté,Guinea,173.3,0.0,0.00
Jakub Świerczok,Poland,32.0,0.0,0.00
Souleymane Doukara,Mauritania,26.6,0.0,0.00
Youssoufou Niakaté,Mali,57.2,0.0,0.00
Julián Andrés Quiñones Quiñones,Mexico,242.1,0.0,0.00
Mohamed Achi,Nantes,0.0,0.0,0.00
Ajay Chhetri,Bengaluru,214.8,0.0,0.00
Marco Materazzi,Inter Milan,0.0,0.0,0.00
Meschak Elia,Congo DR,391.7,0.0,0.00
Sebastián Enzo Cáceres Ramos,Uruguay,257.3,0.0,0.00
Ander Gayoso Reina,Eibar,0.0,0.0,0.00
Srđan Mijailović,Serbia,73.0,0.0,0.00
Benjamin Corgnet,Saint-Étienne,514.5,0.0,0.00
Randall Enrique Leal Arley,Nashville SC,45.0,0.0,0.00
Samuel Grandsir,Troyes,11.0,0.0,0.00
Tristan Dingomé,Troyes,0.1,0.0,0.00
Nanitamo Jonathan Ikoné,Lille,79.3,0.0,0.00
Giovanni-Guy Yann Sio,Rennes,2530.4,0.0,0.00
Salomon Junior Sambia,Montpellier,13.1,0.0,0.00
Mathias Jattah-Njie Jørgensen,Denmark,204.8,0.0,0.00
Paul Dummett,Newcastle United,1861.7,0.0,0.00
Johan Bakayoko,Belgium,50.1,0.0,0.00
Nigel Martyn,Everton,88.1,0.0,0.00
Barış Alper Yılmaz,Turkey,459.7,0.0,0.00
Justin Diehl,FC Köln,4.4,0.0,0.00
Jules Iloki,Nantes,962.7,0.0,0.00
Étienne Didot,Toulouse,1639.7,0.0,0.00
Piero Aldair Quispe Córdova,Peru,132.4,0.0,0.00
Seifeddine Jaziri,Tunisia,69.2,0.0,0.00
Mostafa Fathi,Egypt,83.6,0.0,0.00
Bassem Srarfi,Tunisia,10.1,0.0,0.00
Vincent Janssen,Netherlands,81.6,0.0,0.00
José Heriberto Izquierdo Mena,Colombia,69.5,0.0,0.00
Andros Townsend,Tottenham Hotspur,1117.3,0.0,0.00
Phil Jones,Manchester United,666.1,0.0,0.00
Jean-Ricner Bellegarde,Strasbourg,175.1,0.0,0.00
Valentín Vada,Bordeaux,841.1,0.0,0.00
Baptiste Guillaume,Lille,518.5,0.0,0.00
José Adoni Cifuentes Charcopa,Ecuador,63.7,0.0,0.00
Angelos Basinas,Mallorca,181.7,0.0,0.00
Alexandre Mendy,OGC Nice,315.3,0.0,0.00
Thomas Touré,Bordeaux,783.3,0.0,0.00
Lukas Reiff Lerager,Denmark,0.0,0.0,0.00
Jessy Moulin,Troyes,88.6,0.0,0.00
Kevin Kuranyi,Hoffenheim,57.8,0.0,0.00
Elias Niklas Baum,Eintracht Frankfurt,14.9,0.0,0.00
Dominic Calvert-Lewin,England,0.0,0.0,0.00
Sam Field,West Bromwich Albion,0.0,0.0,0.00
Marko Grujić,Serbia,12.5,0.0,0.00
Nikhil Raj Murugesh Kumar,Odisha,77.9,0.0,0.00
Grégory Sertic,Bordeaux,24.1,0.0,0.00
Naïm Sliti,Tunisia,302.1,0.0,0.00
Wesley Hoedt,Lazio,1960.0,0.0,0.00
Charly Musonda Junior,Real Betis,1215.8,0.0,0.00
Alex McCarthy,Crystal Palace,621.8,0.0,0.00
Clemens Fritz,Werder Bremen,170.4,0.0,0.00
André Martín Carrillo Díaz,Peru,256.0,0.0,0.00
José Bosingwa da Silva,Chelsea,96.2,0.0,0.00
Georges-Kévin Nkoudou Mbida,Olympique de Marseille,2422.7,0.0,0.00
Alex Pritchard,Tottenham Hotspur,66.1,0.0,0.00
Jonathan Walters,Stoke City,1657.3,0.0,0.00
Nigel de Jong,AC Milan,355.8,0.0,0.00
Thiago Henrique Mendes Ribeiro,Lyon,169.8,0.0,0.00
Amir Richardson,Morocco,16.0,0.0,0.00
Jay Rodriguez,Southampton,320.0,0.0,0.00
Ebi Smolarek,Racing Santander,12.1,0.0,0.00
Danijel Pranjić,Celta Vigo,68.6,0.0,0.00
Mike Maignan,Lille,830.7,0.0,0.00
Ruben Aguilar,AS Monaco,86.4,0.0,0.00
Wilfried Stephane Singo,Côte d'Ivoire,345.3,0.0,0.00
Vladimir Manchev,Levante UD,63.9,0.0,0.00
Tobias Linderoth,Everton,99.6,0.0,0.00
Anders Svensson,Southampton,26.3,0.0,0.00
Fabio Torsiello,Darmstadt 98,25.9,0.0,0.00
Nicklas Bendtner,Wolfsburg,73.5,0.0,0.00
Ibrahim Salah,Rennes,0.0,0.0,0.00
Yahia Fofana,Côte d'Ivoire,687.1,0.0,0.00
Agustín Canobbio Graviz,Uruguay,17.6,0.0,0.00
Florent Malouda,Chelsea,23.3,0.0,0.00
Nyiko Mobbie,South Africa,54.0,0.0,0.00
Nick Powell,Manchester United,17.3,0.0,0.00
Andriy Shevchenko,AC Milan,111.3,0.0,0.00
Ivica Mornar,Portsmouth,10.3,0.0,0.00
Mikaël Silvestre,Manchester United,167.1,0.0,0.00
Didier Yves Drogba Tébily,Chelsea,96.2,0.0,0.00
Tomáš Pekhart,Czech Republic,8.6,0.0,0.00
Boris Živković,Portsmouth,91.2,0.0,0.00
Dayne Tristan St. Clair,Canada,91.7,0.0,0.00
Mohamed Abdelmonem,Egypt,398.4,0.0,0.00
José Salomón Rondón Giménez,Málaga,2957.0,0.0,0.00
Moritz Nicolas,Borussia Mönchengladbach,83.2,0.0,0.00
Damien Duff,Chelsea,70.8,0.0,0.00
Scott Arfield,Charlotte,13.4,0.0,0.00
Matt Grimes,Swansea City,76.6,0.0,0.00
Bakari Camara,Mauritania,0.7,0.0,0.00
Martin Stranzl,Borussia Mönchengladbach,0.0,0.0,0.00
Giuseppe Favalli,AC Milan,0.0,0.0,0.00
Maksym Talovierov,Ukraine,0.0,0.0,0.00
Jamal Julian Campbell-Ryce,Charlton Athletic,0.0,0.0,0.00
Ragnar Klavan,Augsburg,81.0,0.0,0.00
Antonio Nocerino,AC Milan,56.2,0.0,0.00
Julio José González Vela-Alvizu,Mexico,258.6,0.0,0.00
Roan Roberto Wilson Gordon,Costa Rica,1.1,0.0,0.00
Stéphane M''Bia Etoundi,Sevilla,74.3,0.0,0.00
Boulaye Dia,Senegal,317.1,0.0,0.00
David Pereira da Costa,Lens,156.2,0.0,0.00
Cameron Brannagan,Liverpool,106.8,0.0,0.00
Salih Uçan,AS Roma,28.0,0.0,0.00
Mouctar Diakhaby,Valencia,484.0,0.0,0.00
Reece Oxford,West Ham United,201.5,0.0,0.00
Papa Alioune N'Diaye,Senegal,80.6,0.0,0.00
Callum Styles,Hungary,60.6,0.0,0.00
Thomas Ignacio Galdames Millán,Chile,64.5,0.0,0.00
Mohamed Dellahi Yali,Mauritania,96.1,0.0,0.00
Matthew Taylor,Portsmouth,89.9,0.0,0.00
Hemeya Tanjy,Mauritania,127.2,0.0,0.00
Yahya Jabrane,Morocco,11.3,0.0,0.00
Anwar El Ghazi,FSV Mainz 05,16.9,0.0,0.00
Jordan Rossiter,Liverpool,11.8,0.0,0.00
Roberto Lopes de Miranda,Brazil,0.0,0.0,0.00
Yohann Pelé,Olympique de Marseille,173.0,0.0,0.00
Ao Tanaka,Japan,157.1,0.0,0.00
Miki Yamane,Japan,61.6,0.0,0.00
Billy Ketkeophomphone,Angers,2588.6,0.0,0.00
Ildo Enrique Maneiro Ghezzi,Uruguay,69.3,0.0,0.00
Hidemasa Morita,Japan,285.8,0.0,0.00
Adama Traoré,AS Monaco,493.5,0.0,0.00
Gabriel Boschilia,AS Monaco,133.6,0.0,0.00
Guy Adolphe N''Gosso Massouma,Angers,146.4,0.0,0.00
Leny Yoro,Lille,80.6,0.0,0.00
Nicolas Janvier,Rennes,10.2,0.0,0.00
Helmut Haller,Juventus,10.3,0.0,0.00
Antonello Cuccureddu,Juventus,0.0,0.0,0.00
Jeff Reine-Adélaïde,Lyon,12.5,0.0,0.00
Atakan Karazor,VfB Stuttgart,180.9,0.0,0.00
Edouard Michut,Paris Saint-Germain,25.9,0.0,0.00
Manuel Tomé Portela,Barcelona,0.0,0.0,0.00
Nathan Patterson,Scotland,0.0,0.0,0.00
René van de Kerkhof,Netherlands,23.3,0.0,0.00
Theo de Jong,Netherlands,19.4,0.0,0.00
Gerzino Nyamsi,Strasbourg,175.1,0.0,0.00
Yoann Gourcuff,Rennes,614.4,0.0,0.00
José Cirilo Macizo Cañadas,Barcelona,21.5,0.0,0.00
Björn Nordqvist,Sweden,71.4,0.0,0.00
Jan Olsson,Sweden,71.4,0.0,0.00
Kent Karlsson,Sweden,71.4,0.0,0.00
Björn Andersson,Sweden,71.4,0.0,0.00
Ronnie Carl Hellström,Sweden,71.4,0.0,0.00
José Ángel Rivero Gutiérrez,Las Palmas,0.0,0.0,0.00
Örjan Persson,Sweden,13.1,0.0,0.00
Bruno Roland Grip,Sweden,0.0,0.0,0.00
Ralf Edström,Sweden,71.4,0.0,0.00
Roland Sandberg,Sweden,71.4,0.0,0.00
Ove Grahn,Sweden,71.4,0.0,0.00
Bo Göran Larsson,Sweden,71.4,0.0,0.00
Staffan Tapper,Sweden,58.4,0.0,0.00
Inge Ejderstedt,Sweden,71.4,0.0,0.00
Colin Bell,England,5.0,0.0,0.00
Jeffrey Astle,England,5.0,0.0,0.00
Yvandro Borges Sanches,Borussia Mönchengladbach,9.1,0.0,0.00
Ivan Hrdlicka,Czechoslovakia,45.0,0.0,0.00
Aaron Tshibola,Congo DR,125.1,0.0,0.00
Osvaldo Salvador Escudero,Argentina U20,81.8,0.0,0.00
Ramón Ángel Díaz,Argentina U20,92.3,0.0,0.00
Sergi Canós Tenes,Liverpool,5.8,0.0,0.00
Osvaldo Rinaldi,Argentina U20,54.5,0.0,0.00
Janner Hitcler Corozo Alman,Ecuador,0.0,0.0,0.00
César Ignacio Pérez Maldonado,Chile,12.7,0.0,0.00
Mathieu Gorgelin,Lyon,81.1,0.0,0.00
Bambasé Conté,Hoffenheim,2.7,0.0,0.00
Matěj Vydra,Czech Republic,17.3,0.0,0.00
Andreas Weimann,Austria,0.0,0.0,0.00
Ilias Chair,Morocco,49.9,0.0,0.00
Josh Cullen,West Ham United,0.0,0.0,0.00
Issam Ben Khémis,Lorient,11.8,0.0,0.00
Tomáš Chorý,Czech Republic,43.0,0.0,0.00
Sergi Samper Montaña,Barcelona,24.2,0.0,0.00
Tomáš Souček,Czech Republic,707.2,0.0,0.00
Eduard Sobol,Ukraine,0.0,0.0,0.00
Jan Bořil,Czech Republic,337.6,0.0,0.00
Dorukhan Toköz,Turkey,6.0,0.0,0.00
Loide António Augusto,Angola,77.3,0.0,0.00
Kevin Rimane,Paris Saint-Germain,3.4,0.0,0.00
Jérémie Porsan-Clemente,Olympique de Marseille,0.0,0.0,0.00
Richard Larkland King,Jamaica,0.0,0.0,0.00
Mohanad Mostafa Lasheen,Egypt,0.0,0.0,0.00
Joris Kayembe Ditu,Congo DR,95.6,0.0,0.00
Mahmut Kücüksahin,Augsburg,0.0,0.0,0.00
Wilson Isidor,AS Monaco,2.5,0.0,0.00
Benoît Badiashile Mukinayi,AS Monaco,86.4,0.0,0.00
Leopold Querfeld,Austria,29.7,0.0,0.00
Leo Onni Artturi Väisänen,Finland,0.0,0.0,0.00
Marwan Attia Fahim Ghallab,Egypt,184.2,0.0,0.00
Daniel Bachmann,Austria,380.4,0.0,0.00
Baghdad Bounedjah,Algeria,242.2,0.0,0.00
Noa Lang,Netherlands,0.0,0.0,0.00
Mário Figueira Fernandes,Russia,650.8,0.0,0.00
Roman Zobnin,Russia,721.5,0.0,0.00
Aleksandr Golovin,Russia,791.6,0.0,0.00
Daler Kuzyaev,Russia,480.3,0.0,0.00
Royston Ricky Drenthe,Real Madrid,152.6,0.0,0.00
Rui Pedro dos Santos Patrício,Portugal,714.9,0.0,0.00
Raphaël Adelino José Guerreiro,Lorient,3378.9,0.0,0.00
André Miguel Valente Silva,Portugal,260.9,0.0,0.00
Roozbeh Cheshmi,Iran,162.4,0.0,0.00
Santiago Eneme Bocari,Equatorial Guinea,31.0,0.0,0.00
Ayoub El Kaabi,Morocco,204.4,0.0,0.00
Abdul Fatawu Issahaku,Ghana,0.0,0.0,0.00
Munir Mohand Mohamedi,Morocco,364.2,0.0,0.00
Vahid Amiri,Iran,274.7,0.0,0.00
Amr Medhat Warda,Egypt,146.1,0.0,0.00
Cristian Gabriel Rodríguez Barrotti,Atlético Madrid,180.7,0.0,0.00
Vetunuavi Charles Hambira,Namibia,0.0,0.0,0.00
Eduardo Omar Saporiti,River Plate,29.9,0.0,0.00
Reinaldo Carlos Merlo,River Plate,24.0,0.0,0.00
Robin Maulun,Bordeaux,51.1,0.0,0.00
Thapelo Maseko,South Africa,202.8,0.0,0.00
Hernán Edgardo Díaz,River Plate,55.6,0.0,0.00
Martín Alejandro Cardetti,River Plate,2.1,0.0,0.00
Francis Odinaka Uzoho,Nigeria,288.5,0.0,0.00
Sebastián Pascual Rambert,River Plate,61.4,0.0,0.00
Paulo Silas do Prado Pereira,Brazil,0.0,0.0,0.00
Cristian Alberto Traverso,Boca Juniors,0.0,0.0,0.00
Simeon Tochukwu Nwankwo,Nigeria,0.0,0.0,0.00
Pedro Antonio Troglio,Argentina,62.2,0.0,0.00
Ahmed Musa,Nigeria,207.8,0.0,0.00
Renato Portaluppi,Brazil,0.0,0.0,0.00
Daniel Arzani,Australia,33.4,0.0,0.00
Andrew Nabbout,Australia,137.3,0.0,0.00
Denzil Haoseb,Namibia,0.0,0.0,0.00
Kenneth Taylor,Netherlands,0.0,0.0,0.00
Brian Brobbey,Netherlands,0.0,0.0,0.00
Marcel Papama,Namibia,10.9,0.0,0.00
Ari Freyr Skúlason,Iceland,15.8,0.0,0.00
Ayase Ueda,Japan,45.0,0.0,0.00
William Vitved Kvist Jørgensen,Denmark,35.0,0.0,0.00
Damion Lamar Downs,FC Köln,0.0,0.0,0.00
Marcelo Antonio Trobbiani Ughetto,Argentina,0.0,0.0,0.00
Pedro Jesús Aquino Sánchez,Peru,121.5,0.0,0.00
Songpu Singsit,East Bengal,19.9,0.0,0.00
Christian Guillermo Martín Ramos Garagay,Peru,252.7,0.0,0.00
Raúl Mario Ruidíaz Misitich,Peru,9.0,0.0,0.00
Ricardo Enrique Bochini,Argentina,0.0,0.0,0.00
Yussuf Yurary Poulsen,Denmark,612.9,0.0,0.00
Ferdinando Coppola,Hellas Verona,80.3,0.0,0.00
Mario Gómez García,Bayern Munich,208.6,0.0,0.00
Mats Hummels,Borussia Dortmund,961.8,0.0,0.00
Duško Tošić,Serbia,181.3,0.0,0.00
Aleksandar Prijović,Serbia,0.0,0.0,0.00
Daniel Colindres Solera,Costa Rica,96.4,0.0,0.00
Hyun-Soo Jang,South Korea,268.3,0.0,0.00
Yong Lee,South Korea,268.3,0.0,0.00
Joo-Ho Park,South Korea,27.8,0.0,0.00
Seung-Woo Lee,South Korea,37.1,0.0,0.00
Hyeon-Woo Jo,South Korea,268.3,0.0,0.00
Kakhaber Kaladze,AC Milan,12.3,0.0,0.00
Fritz Walter,VfB Stuttgart,75.6,0.0,0.00
Felix Platte,Darmstadt 98,6.6,0.0,0.00
Bobby Zamora,Tottenham Hotspur,0.2,0.0,0.00
Shaka Hislop,Portsmouth,181.1,0.0,0.00
Paul Konchesky,Tottenham Hotspur,75.3,0.0,0.00
Michal Sadílek,Czech Republic,0.0,0.0,0.00
Jonathan Woodgate,Newcastle United,91.5,0.0,0.00
Eladio Reyes,Peru,19.2,0.0,0.00
Khadim N'Diaye,Senegal,261.4,0.0,0.00
Giorgi Gvelesiani,Georgia,161.0,0.0,0.00
Akshunna Tyagi,Odisha,12.7,0.0,0.00
Kamil Grosicki,Rennes,1674.1,0.0,0.00
Yūya Ōsako,FC Köln,389.9,0.0,0.00
Ramón Sosa Acosta,Paraguay,130.0,0.0,0.00
Gen Shōji,Japan,264.9,0.0,0.00
Danny Murphy,Liverpool,6.7,0.0,0.00
Giulian Biancone,Troyes,88.6,0.0,0.00
Gaku Shibasaki,Getafe,513.2,0.0,0.00
Brian McBride,Fulham,28.9,0.0,0.00
Florian Chabrolle,AC Ajaccio,0.8,0.0,0.00
Robin Aime Robert Le Normand,Real Sociedad,689.4,0.0,0.00
Lee Clark,Fulham,79.1,0.0,0.00
Steve Howey,Leicester City,92.4,0.0,0.00
Kenneth Josiah Omeruo,Nigeria,473.8,0.0,0.00
Jürgen Grabowski,Germany,140.6,0.0,0.00
Paul Breitner,Germany,140.6,0.0,0.00
Berti Vogts,Germany,140.6,0.0,0.00
Gerhard Müller,Germany,140.6,0.0,0.00
Sepp Maier,Germany,140.6,0.0,0.00
Mamadou Obbi Oularé,Watford,0.0,0.0,0.00
