player,team,minutes,raw_total,per90
Eros Pisano,Hellas Verona,2790.8,-26.0,-0.84
Artur Ioniţă,Hellas Verona,2253.2,-21.0,-0.84
Franck Honorat,OGC Nice,428.2,-4.0,-0.84
Tiago Barreiros de Melo Tomás,Wolfsburg,106.8,-1.0,-0.84
Alexander Hartmann Bah,Denmark,320.5,-3.0,-0.84
Takuma Asano,Japan,213.6,-2.0,-0.84
Charles Traoré,Troyes,427.1,-4.0,-0.84
Haji Mnoga,Tanzania,213.5,-2.0,-0.84
Joaquín José Marín Ruiz,Rayo Vallecano,2025.5,-19.0,-0.84
Omar Marmoush,Egypt,319.8,-3.0,-0.84
Keisham Reagan Singh,Chennaiyin,1171.6,-11.0,-0.84
Pablo Jean Antoine Martínez,Gazélec Ajaccio,2128.8,-20.0,-0.85
Valentin Lavigne,Lorient,106.4,-1.0,-0.85
Jules Olivier Ntcham,Genoa,1276.4,-12.0,-0.85
Alex Ferrari,Bologna,1169.0,-11.0,-0.85
Ismahila Ouédraogo,Burkina Faso,212.5,-2.0,-0.85
Nikola Dovedan,FC Heidenheim,106.2,-1.0,-0.85
Luca Paganini,Frosinone,1803.9,-17.0,-0.85
Francisco Joaquín Pérez Rufete,Espanyol,106.1,-1.0,-0.85
Artem Kravets,VfB Stuttgart,106.1,-1.0,-0.85
Florian Thauvin,Olympique de Marseille,1272.6,-12.0,-0.85
Nandhakumar Sekar,Odisha,741.7,-7.0,-0.85
Alejandro Arribas Garrido,Rayo Vallecano,3175.6,-30.0,-0.85
Carl Medjani,Levante UD,1269.7,-12.0,-0.85
Jan Bednarek,Poland,740.6,-7.0,-0.85
Keanu Baccus,Australia,105.6,-1.0,-0.85
Mateusz Andrzej Klich,Poland,211.2,-2.0,-0.85
Mykola Shaparenko,Ukraine,527.8,-5.0,-0.85
Derek Cornelius,Canada,422.0,-4.0,-0.85
Aleandro Rosi,Frosinone,2109.8,-20.0,-0.85
Christian Clemens,FSV Mainz 05,105.3,-1.0,-0.85
Muhamed Bešić,Everton,526.5,-5.0,-0.85
Andriy Yarmolenko,Ukraine,526.4,-5.0,-0.85
Michael Lang,Switzerland,105.2,-1.0,-0.86
Ali Gholizadeh,Iran,210.2,-2.0,-0.86
Sandro Wagner,Darmstadt 98,104.8,-1.0,-0.86
Nemanja Maksimović,Getafe,523.7,-5.0,-0.86
Joe Rodon,Wales,733.1,-7.0,-0.86
Tetchi Jores Charlemagne Ulrich Okore,Aston Villa,1046.1,-10.0,-0.86
Richie Laryea,Canada,522.9,-5.0,-0.86
Zakaria Aboukhlal,Toulouse,208.9,-2.0,-0.86
Hiroki Sakai,Hannover 96,626.1,-6.0,-0.86
Naorem Mahesh Singh,East Bengal,1147.5,-11.0,-0.86
Thievy Guivane Bifouma Koulossa,Espanyol,1355.9,-13.0,-0.86
Marcos Johan López Lanfranco,Peru,208.5,-2.0,-0.86
Martin Koscelník,Slovakia,104.2,-1.0,-0.86
Fernando Varela Ramos,Real Betis,312.2,-3.0,-0.86
Bendegúz Bolla,Hungary,208.1,-2.0,-0.86
Hernán Arsenio Pérez González,Espanyol,2496.0,-24.0,-0.87
Erick Antonio Pulgar Farfán,Bologna,830.6,-8.0,-0.87
Marwan Mohsen,Egypt,207.2,-2.0,-0.87
Baptiste Santamaría,Rennes,103.5,-1.0,-0.87
Lorenzo Ariaudo,Sassuolo,620.7,-6.0,-0.87
Álvaro Negredo Sánchez,Almería,1655.2,-16.0,-0.87
Marco Gastón Ruben Rodríguez,Recreativo Huelva,309.5,-3.0,-0.87
Diogo Ferreira Salomão,RC Deportivo La Coruña,103.1,-1.0,-0.87
José Holebas,Watford,927.4,-9.0,-0.87
Mana Dembélé,Guingamp,411.6,-4.0,-0.87
Alessandro Frara,Frosinone,1129.4,-11.0,-0.88
Sergio Enrich Ametller,Eibar,2874.3,-28.0,-0.88
Daniel Amartey,Leicester City,410.4,-4.0,-0.88
Danilo Soddimo,Frosinone,1742.4,-17.0,-0.88
Hernesto Ezequiel Caballero Benítez,Paraguay,102.5,-1.0,-0.88
Dylan Fox,Goa,512.4,-5.0,-0.88
Jean-Victor Makengo,Stade Malherbe Caen,409.9,-4.0,-0.88
Nicolò Fagioli,Italy,102.3,-1.0,-0.88
Yaw Yeboah,Lille,102.1,-1.0,-0.88
Alberto Perea Correoso,Rayo Vallecano,203.6,-2.0,-0.88
Juan Ignacio Gómez Taleb,Hellas Verona,1727.6,-17.0,-0.89
Sisinio González Martínez,Real Valladolid,304.9,-3.0,-0.89
Giacomo Raspadori,Italy,101.6,-1.0,-0.89
Juan Manuel Iturbe Arévalo,AS Roma,405.8,-4.0,-0.89
Kevin Vogt,FC Köln,304.3,-3.0,-0.89
Tomislav Mrčela,East Bengal,608.1,-6.0,-0.89
Alphonso Davies,Canada,810.7,-8.0,-0.89
Sergio Escudero Palomo,Getafe,1718.6,-17.0,-0.89
Armando Broja,Albania,101.1,-1.0,-0.89
Vicente Guaita Panadero,Valencia,3839.3,-38.0,-0.89
Moussa Dembélé,Lyon,101.0,-1.0,-0.89
Néstor Rafael Giménez Florentín,Paraguay,101.0,-1.0,-0.89
Halicharan Narzary,Hyderabad,100.9,-1.0,-0.89
Lewis Grabban,Norwich City,806.1,-8.0,-0.89
Vicente Iborra De La Fuente,Levante UD,2417.0,-24.0,-0.89
Mikel Merino Zazón,Real Sociedad,602.9,-6.0,-0.90
Samuel Yves Oum Gwet,Cameroon,100.5,-1.0,-0.90
Mohamed Salisu,Real Valladolid,602.4,-6.0,-0.90
Elias Gaspar Pelembe,Mozambique,100.3,-1.0,-0.90
Abdallah Dipo Sima,Angers,100.2,-1.0,-0.90
Héctor Miguel Herrera López,Mexico,600.5,-6.0,-0.90
Tommy Elphick,AFC Bournemouth,999.5,-10.0,-0.90
Nicola Leali,Frosinone,2898.3,-29.0,-0.90
Iván Bolado Palacios,Racing Santander,99.8,-1.0,-0.90
Radamel Falcao García Zárate,Atlético Madrid,898.1,-9.0,-0.90
Takashi Inui,Eibar,2294.7,-23.0,-0.90
Yoann Salmier,Troyes,99.6,-1.0,-0.90
César Sánchez Domínguez,Real Zaragoza,796.6,-8.0,-0.90
Alieu Fadera,Gambia,99.5,-1.0,-0.90
Santiago Vergini,Getafe,2089.1,-21.0,-0.90
Álvaro Medrán Just,Getafe,1488.7,-15.0,-0.91
Steve Michel Mounié,Montpellier,99.2,-1.0,-0.91
Moryké Fofana,Lorient,99.0,-1.0,-0.91
Roberto Crivello,Frosinone,1384.9,-14.0,-0.91
Rodrigo Sebastián Aguirre Soto,Udinese,296.4,-3.0,-0.91
Adrián González Morales,Getafe,2763.5,-28.0,-0.91
Luis García Fernández,Espanyol,690.4,-7.0,-0.91
Paul Scholes,Manchester United,196.9,-2.0,-0.91
Narayan Das,Chennaiyin,1673.2,-17.0,-0.91
Marc Navarro Ceciliano,Espanyol,98.4,-1.0,-0.91
Jin-Su Kim,Hoffenheim,492.1,-5.0,-0.91
Paul Ramfangzauva,Odisha,393.2,-4.0,-0.92
Germán Alejandro Pezzella,Real Betis,2358.8,-24.0,-0.92
Guessouma Fofana,Mauritania,195.7,-2.0,-0.92
Jamie Carragher,Liverpool,293.6,-3.0,-0.92
Gerson Santos da Silva,Olympique de Marseille,97.8,-1.0,-0.92
Diego Mariño Villar,Real Valladolid,2150.2,-22.0,-0.92
Vasyl Pryyma,Frosinone,293.2,-3.0,-0.92
Suvam Sen,East Bengal,390.7,-4.0,-0.92
José Isidoro Gómez Torres,Real Betis,195.3,-2.0,-0.92
Paddy McNair,Manchester United,292.9,-3.0,-0.92
Ali Karimi,Iran,97.6,-1.0,-0.92
Amarjit Singh Kiyam Singh,East Bengal,975.6,-10.0,-0.92
Ewerthon Henrique de Souza,Real Zaragoza,292.6,-3.0,-0.92
Roberto Lago Soto,Celta Vigo,1560.0,-16.0,-0.92
Scott McKenna,Scotland,194.9,-2.0,-0.92
Sasa Kalajdzic,Austria,97.4,-1.0,-0.92
José Fajardo Nelson,Panama,292.0,-3.0,-0.92
Enzo Pablo Roco Roco,Elche,2432.9,-25.0,-0.92
Lutsharel Geertruida,Netherlands,97.2,-1.0,-0.93
Matthew Pennington,Everton,291.1,-3.0,-0.93
Celso Borges Mora,RC Deportivo La Coruña,2714.9,-28.0,-0.93
Damjan Đoković,Gazélec Ajaccio,2226.6,-23.0,-0.93
Niklas Stark,Hertha Berlin,96.8,-1.0,-0.93
Robert Skov,Denmark,96.7,-1.0,-0.93
Phil Bardsley,Stoke City,773.3,-8.0,-0.93
Ognjen Vranješ,Sporting Gijón,869.3,-9.0,-0.93
Romain Del Castillo,Lyon,96.6,-1.0,-0.93
Costel Fane Pantilimon,Sunderland,1447.5,-15.0,-0.93
Rubén Rochina Naixes,Rayo Vallecano,2794.4,-29.0,-0.93
Demarai Gray,Leicester City,385.4,-4.0,-0.93
Muhammed Sanneh,Gambia,96.3,-1.0,-0.93
Jerry Lalrinzuala,Chennaiyin,1540.1,-16.0,-0.94
Aitor Ocio Carrión,Sevilla,192.5,-2.0,-0.94
Ronald Louis Gaspercic,Albacete,96.3,-1.0,-0.94
Óscar Montiel Marín,Albacete,96.3,-1.0,-0.94
Gustavo Lionel Siviero,Albacete,96.3,-1.0,-0.94
Mikel Aguirregomezkorta Larrea,Albacete,96.3,-1.0,-0.94
Mehdi Carcela-González,Granada,96.2,-1.0,-0.94
Hernán Daniel Santana Trujillo,Las Palmas,2502.0,-26.0,-0.94
Alberto Mateus Contreiras Gonçalves,Real Valladolid,1056.6,-11.0,-0.94
Pau Francisco Torres,Villarreal,768.4,-8.0,-0.94
Saeid Ezatolahi Afagh,Iran,384.0,-4.0,-0.94
Tente Sánchez,Barcelona,95.6,-1.0,-0.94
Patrik Hrošovský,Slovakia,95.6,-1.0,-0.94
Guangtai Jiang,Everton,286.2,-3.0,-0.94
Manuel Marouan da Costa Trinidade,Morocco,190.6,-2.0,-0.94
Ionuț Andrei Radu,Inter Milan,95.3,-1.0,-0.94
Ángel Montoro Sánchez,Valencia,666.7,-7.0,-0.94
Sami Hyypiä,Liverpool,285.3,-3.0,-0.95
Jerzy Dudek,Liverpool,285.3,-3.0,-0.95
Cleber Janderson Pereira Reis,Hamburger SV,95.1,-1.0,-0.95
Artoms Rudņevs,Hamburger SV,95.1,-1.0,-0.95
Mile Jedinak,Crystal Palace,1711.1,-18.0,-0.95
Jaap Stam,Manchester United,189.7,-2.0,-0.95
Daniel Ciofani,Frosinone,2844.4,-30.0,-0.95
Philipp Mwene,FSV Mainz 05,284.3,-3.0,-0.95
Lucas Chevalier,Lille,94.4,-1.0,-0.95
Leandro Bacuna,Aston Villa,2359.7,-25.0,-0.95
Maxence Caqueret,Lyon,188.6,-2.0,-0.95
Graham Dorrans,Norwich City,1225.8,-13.0,-0.95
Leandro Greco,Hellas Verona,1789.8,-19.0,-0.96
Warren Steven Madrigal Molina,Costa Rica,188.4,-2.0,-0.96
Alistair Johnston,Canada,753.2,-8.0,-0.96
John Arne Semundseth Riise,Liverpool,376.6,-4.0,-0.96
Steven Gerrard,Liverpool,376.6,-4.0,-0.96
Essam Kamal Tawfik El Hadary,Egypt,94.1,-1.0,-0.96
Naby Deco Keïta,Guinea,188.1,-2.0,-0.96
Johannes Geis,Schalke 04,94.0,-1.0,-0.96
Rubén Salvador Pérez Del Mármol,RC Deportivo La Coruña,3196.3,-34.0,-0.96
Andreas Skov Olsen,Denmark,281.8,-3.0,-0.96
Francisco Javier Chica Torres,Espanyol,751.2,-8.0,-0.96
Martín Gastón Demichelis,Bayern Munich,1314.1,-14.0,-0.96
Finn Dahmen,Augsburg,93.8,-1.0,-0.96
Jacob Mendy,Gambia,187.6,-2.0,-0.96
Lameck Banda,Zambia,187.5,-2.0,-0.96
Samik Mitra,Chennaiyin,93.6,-1.0,-0.96
Ismaël Tiémoko Diomandé,Saint-Étienne,654.5,-7.0,-0.96
Patrick Flottmann,NorthEast United,1213.9,-13.0,-0.96
Iván Villar Martínez,Celta Vigo,186.5,-2.0,-0.97
José Luis Sanmartín Mato,Stoke City,1397.7,-15.0,-0.97
Ander Iturraspe Derteano,Athletic Club,1397.7,-15.0,-0.97
Pione Sisto Ifolo Emirmija,Celta Vigo,465.8,-5.0,-0.97
